word,gender,freq
crainte,f,52.64
craintes,f,52.64
cramouille,f,0.47
cramouilles,f,0.47
crampe,f,6.01
crampes,f,6.01
crampette,f,0.14
crampettes,f,0.14
crampon,m,1.49
crampons,m,1.49
cran,m,13.97
crane,m,0.96
craniométrie,f,0.03
craniotomie,f,0.03
crans,m,13.97
crapaud,m,11.30
crapaud-buffle,m,0.14
crapauds,m,11.30
crapauds-buffles,m,0.14
crapouillot,m,0.20
crapouillots,m,0.20
craps,m,0.73
crapule,f,7.09
crapulerie,f,0.27
crapules,f,7.09
craquage,m,0.04
craque,f,0.81
craquelin,m,1.01
craquelins,m,1.01
craquelure,f,1.15
craquelures,f,1.15
craquement,m,13.45
craquements,m,13.45
craques,f,0.81
craquèlement,m,0.14
craquée,f,0.07
crase,f,0.01
crash,m,6.68
crash-test,m,0.02
crashes,m,0.02
crasse,f,13.45
crasses,f,13.45
crassier,m,0.07
crassiers,m,0.07
crassula,f,0.14
crataegus,m,0.07
cratère,m,4.66
cratères,m,4.66
cravache,f,3.72
cravaches,f,3.72
cravant,m,0.27
cravants,m,0.27
cravatage,m,0.07
cravate,f,34.12
cravates,f,34.12
cravateur,m,0.14
cravatière,f,0.07
crawl,m,0.74
crayon,m,30.47
crayon-encre,m,0.27
crayonnage,m,0.14
crayonnages,m,0.14
crayonneur,m,0.14
crayonneurs,m,0.14
crayons,m,30.47
crayons-feutres,m,0.14
credo,m,2.84
creek,m,0.78
creeks,m,0.78
crematorium,m,0.22
crescendo,m,0.28
cresson,m,1.01
cressonnette,f,0.07
cressonnière,f,0.14
cressonnières,f,0.14
cressons,m,1.01
creton,m,1.69
cretonne,f,1.69
cretonnes,f,1.69
cretons,m,1.69
creusement,m,0.41
creusements,m,0.41
creuset,m,1.15
creusets,m,1.15
creuseur,m,0.07
creux,m,49.93
crevage,m,0.07
crevaison,f,0.63
crevaisons,f,0.63
crevard,m,0.74
crevarde,f,0.74
crevards,m,0.74
crevasse,f,4.86
crevasses,f,4.86
crevette,f,9.03
crevettes,f,9.03
crevettier,m,0.16
crevettiers,m,0.16
crevure,f,0.52
crevures,f,0.52
cri,m,155.41
criaillement,m,0.07
criaillerie,f,1.69
criailleries,f,1.69
crib,m,0.04
criblage,m,0.14
crible,m,1.15
cribles,m,1.15
cric,m,1.42
cricket,m,2.94
crickets,m,2.94
cricri,m,1.42
cricris,m,1.42
crics,m,1.42
crieur,m,2.09
crieurs,m,2.09
crieuse,f,2.09
crime,m,104.07
crimes,m,104.07
criminalité,f,1.91
criminel,m,35.62
criminelle,f,35.62
criminelles,f,35.62
criminels,m,35.62
criminologie,f,0.48
crin,m,6.22
crincrin,m,0.27
crincrins,m,0.27
crinière,f,10.27
crinières,f,10.27
crinoline,f,0.47
crinolines,f,0.47
crins,m,6.22
crique,f,5.20
criques,f,5.20
criquet,m,2.36
criquets,m,2.36
cris,m,155.41
cris-craft,m,0.07
crise,f,50.15
crises,f,50.15
crispation,f,3.92
crispations,f,3.92
crispin,m,0.20
crissement,m,9.32
crissements,m,9.32
cristal,m,18.51
cristallerie,f,0.07
cristalleries,f,0.07
cristallin,m,0.74
cristallins,m,0.74
cristallisation,f,0.27
cristallographie,f,0.07
cristallomancie,f,0.02
cristaux,m,18.51
critère,m,3.55
critères,m,3.55
critérium,m,0.38
critériums,m,0.38
criée,f,1.42
criées,f,1.42
croassement,m,0.27
croassements,m,0.27
crobard,m,0.27
croc,m,7.84
croc-en-jambe,m,0.61
croche,f,0.41
croche-patte,m,0.34
croche-pied,m,0.68
croche-pieds,m,0.68
croches,f,0.41
crochet,m,15.81
crochetage,m,0.04
crocheteur,m,0.29
crocheteurs,m,0.29
crochets,m,15.81
croco,m,1.51
crocodile,m,9.26
crocodiles,m,9.26
crocos,m,1.51
crocs,m,7.84
crocs-en-jambe,m,0.20
crocus,m,0.95
croisade,f,6.15
croisades,f,6.15
croisement,m,6.22
croisements,m,6.22
croisette,f,1.01
croiseur,m,4.59
croiseurs,m,4.59
croisillon,m,2.03
croisillons,m,2.03
croisière,f,5.81
croisières,f,5.81
croissance,f,4.16
croissances,f,4.16
croissant,m,18.72
croissants,m,18.72
croisé,m,7.64
croisée,f,6.62
croisées,f,6.62
croisés,m,7.64
croix,f,71.62
cromlech,m,0.14
cromlechs,m,0.14
cromorne,m,0.54
crooner,m,0.25
crooners,m,0.25
croquant,m,1.42
croquants,m,1.42
croque-madame,m,0.03
croque-mitaine,m,0.61
croque-monsieur,m,0.28
croque-mort,m,3.31
croque-morts,m,3.31
croquemitaine,m,0.47
croquemitaines,m,0.47
croquemort,m,0.14
croquemorts,m,0.14
croquenots,m,0.95
croquet,m,1.49
croqueton,m,0.14
croquetons,m,0.14
croquette,f,2.04
croquettes,f,2.04
croqueur,m,0.17
croqueuse,f,0.17
croquis,m,7.64
croquis-minute,m,0.07
crosne,m,0.27
crosnes,m,0.27
cross,m,0.41
cross-country,m,0.34
crosse,f,11.96
crosses,f,11.96
crossman,m,0.01
crotale,m,0.95
crotales,m,0.95
croton,m,0.28
crotte,f,6.76
crottes,f,6.76
crottin,m,2.57
crottins,m,2.57
crouillat,m,0.88
crouillats,m,0.88
croulant,m,0.92
croulante,f,0.92
croulantes,f,0.92
croulants,m,0.92
croule,f,0.07
croulement,m,0.07
croup,m,0.61
croupade,f,0.14
croupe,f,14.05
croupes,f,14.05
croupier,m,0.63
croupiers,m,0.63
croupion,m,1.08
croupions,m,1.08
croupissoir,m,0.07
croupissure,f,0.20
croupière,f,0.27
croupières,f,0.27
croupon,m,0.20
croustade,f,0.20
croustades,f,0.20
croustillance,f,0.07
croustille,f,0.05
croustilles,f,0.05
croustillon,m,0.20
croustillons,m,0.20
crown,m,0.03
croyance,f,7.95
croyances,f,7.95
croyant,m,6.96
croyante,f,6.96
croyantes,f,6.96
croyants,m,6.96
croît,m,0.01
croûte,f,17.30
croûtes,f,17.30
croûton,m,3.78
croûtons,m,3.78
cru,m,7.30
cruauté,f,15.88
cruautés,f,15.88
cruche,f,4.46
cruches,f,4.46
cruchon,m,0.81
cruchons,m,0.81
crucifiement,m,0.20
crucifix,m,7.43
crucifixion,f,0.95
crucifixions,f,0.95
crucifié,m,1.76
crucifiés,m,1.76
crucifère,f,0.27
crucifères,f,0.27
crudité,f,1.96
crudités,f,1.96
crue,f,3.58
crues,f,3.58
cruiser,m,0.17
crumble,m,0.11
crus,m,7.30
crustacé,m,1.89
crustacés,m,1.89
cruzeiro,m,0.80
cruzeiros,m,0.80
cryofracture,f,0.14
cryogénie,f,0.27
cryogénisation,f,0.17
cryotechnique,f,0.01
cryptage,m,0.52
crypte,f,3.18
cryptes,f,3.18
crypto,m,0.07
cryptogames,m,0.14
cryptogramme,m,0.40
cryptogrammes,m,0.40
cryptographie,f,0.10
cryptologie,f,0.03
cryptomère,m,0.01
crâne,m,56.82
crânerie,f,0.27
crânes,m,56.82
crâneur,m,0.95
crâneurs,m,0.95
crâneuse,f,0.95
crâneuses,f,0.95
crèche,f,9.39
crèches,f,9.39
crève,f,5.79
crèves,f,5.79
créance,f,1.55
créances,f,1.55
créancier,m,1.42
créanciers,m,1.42
créateur,m,6.54
créateurs,m,6.54
créatif,m,0.33
créatifs,m,0.33
créatine,f,0.13
créatinine,f,0.15
création,f,18.72
créationnisme,m,0.14
créations,f,18.72
créative,f,0.02
créativité,f,2.15
créatrice,f,6.54
créatrices,f,6.54
créature,f,35.22
créatures,f,35.22
crécelle,f,1.82
crécelles,f,1.82
crécerelle,f,0.20
crécerelles,f,0.20
crécy,f,0.20
crédence,f,0.95
crédences,f,0.95
crédibilité,f,1.89
crédit,m,28.21
crédit-bail,m,0.02
créditeur,m,0.22
créditeurs,m,0.22
crédits,m,28.21
crédulité,f,1.69
crédulités,f,1.69
crémaillère,f,1.14
crémaillères,f,1.14
crémant,m,0.14
crémateurs,m,0.14
crémation,f,0.78
crémations,f,0.78
crématoire,m,0.92
crématoires,m,0.92
crématorium,m,0.81
crémerie,f,0.81
crémeries,f,0.81
crémier,m,1.82
crémiers,m,1.82
crémière,f,1.82
crémières,f,1.82
crémone,f,0.34
créneau,m,5.34
créneaux,m,5.34
créosote,f,0.41
crépi,m,3.31
crépine,f,0.07
crépinette,f,0.14
crépinettes,f,0.14
crépins,m,0.07
crépis,m,3.31
crépissage,m,0.07
crépitation,f,0.01
crépitement,m,8.18
crépitements,m,8.18
crépon,m,0.47
crépons,m,0.47
crépuscule,m,26.35
crépuscules,m,26.35
créquier,m,0.07
crésol,m,0.01
crésus,m,0.01
crésyl,m,0.41
crétacé,m,0.23
crételle,f,0.14
crétin,m,33.54
crétine,f,33.54
crétinerie,f,0.14
crétineries,f,0.14
crétinisation,f,0.07
crétinisme,m,0.41
crétins,m,33.54
crétois,m,0.74
crétoise,f,0.74
crêpage,m,0.14
crêpages,m,0.14
crêpelure,f,0.14
crêt,m,0.03
crête,f,26.22
crêtes,f,26.22
crêtes-de-coq,f,0.07
csardas,f,0.30
cuadrilla,f,0.74
cuadrillas,f,0.74
cubage,m,0.34
cubages,m,0.34
cubain,m,2.69
cubaine,f,2.69
cubaines,f,2.69
cubains,m,2.69
cube,m,11.76
cubes,m,11.76
cubisme,m,0.54
cubitainer,m,0.04
cubitières,f,0.14
cubitus,m,0.20
cucaracha,f,0.15
cucurbitacée,f,0.14
cucurbite,f,0.14
cucurbites,f,0.14
cucuterie,f,0.01
cueillaison,f,0.01
cueillette,f,1.89
cueillettes,f,1.89
cueilleur,m,0.41
cueilleurs,m,0.41
cueilleuse,f,0.41
cueilleuses,f,0.41
cuesta,f,0.39
cueva,f,1.01
cuevas,f,1.01
cui-cui,m,0.34
cuiller,f,10.20
cuilleron,m,0.07
cuillers,f,10.20
cuillerée,f,4.46
cuillerées,f,4.46
cuillère,f,11.89
cuillères,f,11.89
cuir,m,79.19
cuirasse,f,5.14
cuirassements,m,0.07
cuirasses,f,5.14
cuirassier,m,5.54
cuirassiers,m,5.54
cuirassé,m,2.64
cuirassés,m,2.64
cuirs,m,79.19
cuiseurs,m,0.10
cuisine,f,135.41
cuisines,f,135.41
cuisinette,f,0.14
cuisinier,m,26.42
cuisiniers,m,26.42
cuisinière,f,26.42
cuisinières,f,26.42
cuissage,m,0.34
cuissard,m,1.76
cuissardes,f,1.76
cuissards,m,1.76
cuisse,f,69.73
cuisse-madame,f,0.07
cuisseau,m,0.14
cuisses,f,69.73
cuissette,f,0.14
cuissettes,f,0.14
cuisson,f,3.38
cuissons,f,3.38
cuissot,m,0.95
cuissots,m,0.95
cuistance,f,1.96
cuistances,f,1.96
cuistot,m,4.46
cuistots,m,4.46
cuistre,m,1.55
cuistrerie,f,0.34
cuistreries,f,0.34
cuistres,m,1.55
cuite,f,4.12
cuites,f,4.12
cuivre,m,36.08
cuivres,m,36.08
cul,m,150.81
cul-blanc,m,0.20
cul-bénit,m,0.20
cul-de-basse-fosse,m,0.41
cul-de-four,m,0.20
cul-de-jatte,m,1.42
cul-de-lampe,m,0.20
cul-de-plomb,m,0.07
cul-de-porc,m,0.02
cul-de-poule,m,0.14
cul-de-sac,m,1.55
cul-terreux,m,2.23
culasse,f,3.51
culasses,f,3.51
culbutages,m,0.07
culbute,f,1.72
culbutes,f,1.72
culbuteur,m,0.27
culbuteurs,m,0.27
culbuto,m,0.14
culex,m,0.02
culminance,f,0.07
culmination,f,0.34
culot,m,9.73
culots,m,9.73
culotte,f,37.30
culottes,f,37.30
culottier,m,0.41
culottiers,m,0.41
culottière,f,0.41
culottières,f,0.41
culpabilisation,f,0.20
culpabilité,f,11.57
culs,m,150.81
culs-blancs,m,0.20
culs-bénits,m,0.20
culs-de-basse-fosse,m,0.27
culs-de-jatte,m,1.42
culs-de-lampe,m,0.20
culs-de-sac,m,1.55
culs-terreux,m,2.23
culte,m,14.93
cultes,m,14.93
cultivateur,m,2.84
cultivateurs,m,2.84
cultivatrice,f,2.84
cultivatrices,f,2.84
culturalismes,m,0.07
culture,f,28.51
cultures,f,28.51
culturisme,m,0.41
culée,f,0.07
cumin,m,0.74
cumul,m,0.20
cumulard,m,0.01
cumulation,f,0.07
cumulo-nimbus,m,0.14
cumulus,m,0.81
cunnilinctus,m,0.07
cunnilingus,m,0.24
cupidité,f,1.96
cupidon,m,0.27
cupidons,m,0.27
cupressus,m,0.27
cupronickel,m,0.01
cupule,f,0.20
cupules,f,0.20
curage,m,0.07
curaille,f,0.07
curaillon,m,0.14
curare,m,0.47
curateur,m,0.14
curatif,m,0.01
curatrice,f,0.14
curaçao,m,0.54
curaçaos,m,0.54
curcuma,m,0.07
cure,f,9.12
cure-dent,m,1.39
cure-dents,m,1.39
cure-pipe,m,0.07
cure-pipes,m,0.07
cures,f,9.12
curetage,m,0.14
cureton,m,2.50
curetons,m,2.50
curette,f,0.02
curettes,f,0.02
curieuse,f,10.61
curieuses,f,10.61
curieux,m,10.61
curiosité,f,54.39
curiosités,f,54.39
curling,m,0.14
curricula,m,0.41
curriculum,m,0.41
curriculum vitae,m,0.74
curry,m,1.65
curseur,m,0.11
cursive,f,0.07
cursus,m,0.54
curvimètres,m,0.07
curé,m,51.82
curée,f,1.22
curées,f,1.22
curés,m,51.82
custode,f,0.14
custom,m,0.01
cuti,f,0.47
cuti-réaction,f,0.07
cuticule,f,0.18
cuticules,f,0.18
cutis,f,0.47
cutter,m,2.41
cutters,m,2.41
cuve,f,4.32
cuveau,m,0.34
cuveaux,m,0.34
cuves,f,4.32
cuvette,f,12.97
cuvettes,f,12.97
cuvier,m,0.20
cuviers,m,0.20
cuvée,f,0.57
cuvées,f,0.57
cyan,m,0.19
cyanoacrylate,m,0.05
cyanobactérie,f,0.01
cyanogène,m,0.03
cyanose,f,0.06
cyanure,m,2.23
cybercafé,m,0.17
cyberespace,m,0.13
cybermonde,m,0.01
cybernéticien,m,0.01
cybernétique,f,0.14
cybernétiques,f,0.14
cyberspace,m,0.02
cycas,m,0.01
cyclamen,m,0.34
cyclamens,m,0.34
cycle,m,8.20
cycles,m,8.20
cyclisme,m,1.01
cyclo,m,1.06
cyclo-cross,m,0.07
cyclo-pousse,m,0.05
cyclomoteur,m,0.23
cyclomoteurs,m,0.23
cyclone,m,3.51
cyclones,m,3.51
cyclope,m,2.36
cyclopes,m,2.36
cyclopousses,m,0.07
cyclorama,m,0.02
cyclosporine,f,0.17
cyclostomes,m,0.07
cyclothymie,f,0.10
cyclotron,m,0.27
cygne,m,7.57
cygnes,m,7.57
cylindre,m,5.20
cylindres,m,5.20
cylindrée,f,0.68
cylindrées,f,0.68
cymbale,f,1.89
cymbales,f,1.89
cymbalum,m,0.14
cymes,f,0.07
cynips,m,0.01
cynisme,m,6.49
cynismes,m,6.49
cynocéphale,m,0.14
cynocéphales,m,0.14
cynodrome,m,0.01
cynos,m,0.07
cynégétique,f,0.07
cyphoscoliose,f,0.01
cyphose,f,0.07
cyprin,m,1.82
cyprinidé,m,0.14
cyprinidés,m,0.14
cyprins,m,1.82
cyprès,m,8.51
cyrard,m,0.27
cyrards,m,0.27
cystite,f,0.09
cystotomie,f,0.01
cytises,m,0.27
cytologie,f,0.01
cytomégalovirus,m,0.08
cytoplasme,m,0.04
cytosine,f,0.04
czar,m,0.54
czardas,f,0.14
czars,m,0.54
câblage,m,0.44
câblages,m,0.44
câble,m,17.04
câblerie,f,0.02
câbles,m,17.04
câbleur,m,0.19
câbleurs,m,0.19
câblier,m,0.01
câblogramme,m,0.02
câlin,m,6.38
câline,f,6.38
câlinerie,f,0.61
câlineries,f,0.61
câlins,m,6.38
câpre,f,0.47
câpres,f,0.47
câpriers,m,0.07
cèdre,m,3.85
cèdres,m,3.85
cène,f,0.20
cèpe,m,1.15
cèpes,m,1.15
céara,m,0.14
cécidomyies,f,0.07
cécité,f,3.65
cédant,m,0.07
cédrat,m,0.27
cédratier,m,0.07
cédrats,m,0.27
cédule,f,0.01
cégep,m,0.54
céladon,m,0.47
céleri,m,1.62
céleris,m,1.62
célestin,m,0.20
célestins,m,0.20
célibat,m,1.75
célimène,f,0.79
célébrant,m,0.74
célébrants,m,0.74
célébration,f,2.79
célébrations,f,2.79
célébrité,f,6.42
célébrités,f,6.42
célérifère,m,0.07
célérité,f,0.88
cénacle,m,0.41
cénacles,m,0.41
cénobite,m,0.07
cénobites,m,0.07
cénotaphe,m,0.41
cépage,m,0.04
céphaline,f,0.01
céphalopode,m,0.05
céphalopodes,m,0.05
céphalosporine,f,0.03
céphalée,f,0.20
céphalées,f,0.20
cépée,f,0.20
cépées,f,0.20
céramique,f,3.24
céramiques,f,3.24
cérumen,m,0.41
céruse,f,0.14
céréale,f,4.67
céréales,f,4.67
cérébral,m,0.20
cérébralité,f,0.07
cérémoniaires,m,0.07
cérémonial,m,4.46
cérémonials,m,4.46
cérémonie,f,30.95
cérémonies,f,30.95
césar,m,1.15
césarienne,f,1.64
césariennes,f,1.64
césars,m,1.15
césium,m,0.20
césure,f,0.47
césures,f,0.47
cétacé,m,0.19
cétacés,m,0.19
cétoine,f,0.27
cétoines,f,0.27
cétone,f,0.01
cévadille,f,0.07
cévenol,m,0.07
cézigue,m,3.51
côlon,m,0.23
cône,m,3.38
cônes,m,3.38
côte,f,112.50
côtelette,f,3.45
côtelettes,f,3.45
côtes,f,112.50
côtes-du-rhône,m,0.47
côtoiements,m,0.07
côté,m,566.49
côtés,m,566.49
d,m,2.62
d',m,2.62
dab,m,1.35
daba,f,0.01
dabe,m,1.42
dabs,m,1.35
dabuche,f,0.54
dabuches,f,0.54
dache,m,0.27
dacron,m,0.07
dactyle,m,0.20
dactyles,m,0.20
dactylographie,f,0.41
dactyloptères,m,0.02
dactyloscopie,f,0.11
dada,m,2.57
dadais,m,1.28
dadas,m,2.57
dadaïsme,m,0.01
dague,f,2.46
daguerréotype,m,0.34
daguerréotypes,m,0.34
dagues,f,2.46
daguet,m,0.41
daguets,m,0.41
dahlia,m,2.50
dahlias,m,2.50
dahu,m,0.19
dahus,m,0.19
daim,m,5.74
daims,m,5.74
daine,f,0.07
daiquiri,m,0.41
daiquiris,m,0.41
dais,m,3.04
dakin,m,0.07
dal,m,0.01
dalaï-lama,m,0.20
dale,m,0.16
dallage,m,3.04
dallages,m,3.04
dalle,f,29.19
dalles,f,29.19
dalmatien,m,0.33
dalmatienne,f,0.33
dalmatiens,m,0.33
dalmatique,f,0.68
dalmatiques,f,0.68
daltonien,m,0.12
daltoniens,m,0.12
daltonisme,m,0.02
daltons,m,0.07
dam,m,1.69
damage,m,0.10
damas,m,0.61
damasquin,m,0.14
damasquinage,m,0.01
damasquinerie,f,0.07
damasquins,m,0.14
damasquinure,f,0.07
dame,f,151.35
dame-jeanne,f,0.20
dameret,m,0.07
dames,f,151.35
dames-jeannes,f,0.20
damier,m,2.57
damiers,m,2.57
damnation,f,3.92
damnations,f,3.92
damné,m,3.24
damnée,f,3.24
damnés,m,3.24
damoiseau,m,20.00
damoiselle,f,0.60
damoiselles,f,0.60
dams,m,1.69
dan,m,0.49
danaïde,f,0.07
dancing,m,3.51
dancings,m,3.51
dandinement,m,0.74
dandinements,m,0.74
dandy,m,3.51
dandys,m,3.51
dandysme,m,0.41
danger,m,80.61
dangerosité,f,0.14
dangers,m,80.61
dano,m,0.25
danois,m,2.36
danoise,f,2.36
danse,f,51.23
danses,f,51.23
danseur,m,25.68
danseurs,m,25.68
danseuse,f,25.68
danseuses,f,25.68
dao,m,0.09
daphné,m,0.13
darce,f,0.02
dard,m,2.84
dards,m,2.84
darioles,f,0.01
darne,f,0.14
daron,m,2.50
daronne,f,2.50
daronnes,f,2.50
darons,m,2.50
darse,f,0.61
darses,f,0.61
dartres,f,0.14
dasein,m,0.07
datage,m,0.01
datation,f,0.20
datcha,f,1.74
datchas,f,1.74
date,f,45.74
dates,f,45.74
dateur,m,0.01
datif,m,0.02
datte,f,2.64
dattes,f,2.64
dattier,m,1.62
dattiers,m,1.62
datura,m,0.20
daturas,m,0.20
daube,f,0.99
daubes,f,0.99
daubière,f,0.01
dauphin,m,11.82
dauphinat,m,0.20
dauphine,f,11.82
dauphines,f,11.82
dauphins,m,11.82
daurade,f,0.95
daurades,f,0.95
davier,m,0.20
daya,f,4.13
daïmios,m,0.14
daïquiri,m,0.14
daïquiris,m,0.14
dc,m,0.07
de amicis,m,0.07
de profundis,m,0.41
de santis,m,0.10
deal,m,8.76
dealer,m,12.65
dealers,m,12.65
deals,m,8.76
debater,m,0.07
decca,m,0.26
deck,m,0.22
decrescendo,m,0.14
dedans,m,8.45
degré,m,27.97
degrés,m,27.97
dehors,m,37.64
delco,m,0.34
delirium,m,0.41
delirium tremens,m,0.27
della francesca,m,0.34
della porta,m,0.07
della robbia,m,0.07
delphinidés,m,0.01
delphinium,m,0.04
delphiniums,m,0.04
delta,m,6.59
delta-plane,m,0.07
deltaplane,m,0.26
deltas,m,6.59
deltoïde,m,0.20
deltoïdes,m,0.20
demain,m,50.40
demains,m,50.40
demande,f,64.64
demanderesse,f,0.78
demandes,f,64.64
demandeur,m,0.78
demandeurs,m,0.78
demandeuse,f,0.78
demeure,f,28.11
demeures,f,28.11
demeuré,m,2.92
demeurée,f,2.92
demeurées,f,2.92
demeurés,m,2.92
demi,m,9.80
demi-bas,m,0.14
demi-bonheur,m,0.07
demi-bottes,f,0.14
demi-bouteille,f,0.47
demi-brigade,f,0.68
demi-brigades,f,0.68
demi-cent,m,0.07
demi-centimètre,m,0.20
demi-centre,m,0.07
demi-cercle,m,4.80
demi-cercles,m,4.80
demi-chagrin,m,0.07
demi-clair,m,0.07
demi-clarté,f,0.20
demi-cloison,f,0.20
demi-coma,m,0.27
demi-confidence,f,0.07
demi-conscience,f,0.20
demi-cylindre,m,0.14
demi-degré,m,0.01
demi-deuil,m,0.34
demi-dieu,m,0.47
demi-dieux,m,0.47
demi-dose,f,0.03
demi-douzaine,f,6.55
demi-figure,f,0.07
demi-finale,f,1.13
demi-finales,f,1.13
demi-fond,m,0.21
demi-fou,m,0.14
demi-fous,m,0.14
demi-frère,m,2.91
demi-frères,m,2.91
demi-gros,m,0.47
demi-heure,f,26.65
demi-heures,f,26.65
demi-jour,m,1.28
demi-journée,f,1.65
demi-journées,f,1.65
demi-juif,m,0.01
demi-kilomètre,m,0.14
demi-liberté,f,0.07
demi-lieue,f,0.41
demi-litre,m,0.81
demi-livre,f,0.34
demi-longueur,f,0.06
demi-louis,m,0.07
demi-lueur,f,0.07
demi-lumière,f,0.07
demi-lune,f,2.36
demi-lunes,f,2.36
demi-luxe,m,0.07
demi-mal,m,0.07
demi-mensonge,m,0.07
demi-mesure,f,0.54
demi-mesures,f,0.54
demi-mille,m,0.07
demi-milliard,m,0.87
demi-millimètre,m,0.07
demi-million,m,3.08
demi-minute,f,0.07
demi-mois,m,0.15
demi-mondaine,f,0.74
demi-mondaines,f,0.74
demi-monde,m,0.14
demi-mort,m,0.27
demi-morte,f,0.27
demi-morts,m,0.27
demi-mot,m,1.49
demi-muid,m,0.07
demi-mètre,m,0.54
demi-nu,m,0.14
demi-nuit,f,0.27
demi-obscurité,f,1.96
demi-ouvrier,m,0.07
demi-page,f,0.41
demi-part,f,0.01
demi-pas,m,0.27
demi-pension,f,0.41
demi-pied,m,0.07
demi-pinte,f,0.07
demi-pièce,f,0.07
demi-place,f,0.11
demi-point,m,0.14
demi-pointes,f,0.07
demi-porte,f,0.14
demi-portion,f,1.23
demi-portions,f,1.23
demi-pouce,m,0.07
demi-quart,m,0.07
demi-queue,m,0.20
demi-ronde,f,0.34
demi-réussite,f,0.14
demi-révérence,f,0.07
demi-rêve,m,0.20
demi-saison,f,0.95
demi-saisons,f,0.95
demi-sang,m,0.54
demi-sangs,m,0.54
demi-seconde,f,1.01
demi-section,f,0.41
demi-sel,m,0.47
demi-sels,m,0.47
demi-siècle,m,5.95
demi-siècles,m,5.95
demi-soeur,f,9.05
demi-soeurs,f,9.05
demi-solde,f,0.14
demi-soldes,f,0.14
demi-sommeil,m,2.50
demi-sommeils,m,2.50
demi-somnolence,f,0.14
demi-sourire,m,2.84
demi-sourires,m,2.84
demi-succès,m,0.20
demi-suicide,m,0.07
demi-talent,m,0.05
demi-tarif,m,0.56
demi-tasse,f,0.08
demi-teinte,f,0.95
demi-teintes,f,0.95
demi-ton,m,0.61
demi-tonne,f,0.61
demi-tonneau,m,0.07
demi-tons,m,0.61
demi-tour,m,19.27
demi-tours,m,19.27
demi-tête,f,0.14
demi-verre,m,1.22
demi-vertu,f,0.07
demi-vie,f,0.11
demi-vierge,f,0.20
demi-vierges,f,0.20
demi-vies,f,0.11
demi-volte,f,0.07
demi-voltes,f,0.07
demi-volume,m,0.07
demi-volée,f,0.07
demi-vérité,f,0.32
demi-échec,m,0.07
demie,f,9.80
demies,f,9.80
demis,m,9.80
demoiselle,f,20.00
demoiselles,f,20.00
dendrite,f,0.01
dengue,f,0.02
denier,m,1.97
deniers,m,1.97
denim,m,0.07
denims,m,0.07
denrée,f,4.73
denrées,f,4.73
densimètre,m,0.01
densité,f,5.74
densités,f,5.74
dent,f,125.68
dent-de-lion,f,0.07
dentaire,f,0.05
dentaires,f,0.05
dentelle,f,25.07
dentelles,f,25.07
dentellière,f,2.36
dentelure,f,0.88
dentelures,f,0.88
dentier,m,2.77
dentiers,m,2.77
dentifrice,m,3.87
dentifrices,m,3.87
dentisterie,f,0.16
dentition,f,1.08
dentitions,f,1.08
dents,f,125.68
denture,f,2.16
dentures,f,2.16
deo gratias,m,0.20
derby,m,0.39
derbys,m,0.39
derche,m,3.04
derches,m,3.04
dermatite,f,0.08
dermatoglyphes,m,0.07
dermatologie,f,0.23
dermatose,f,0.14
dermatoses,f,0.14
derme,m,0.52
dermeste,m,0.01
dermite,f,0.09
dermites,f,0.09
dermographie,f,0.14
dernier,m,86.08
dernier-né,m,1.01
derniers,m,86.08
derniers-nés,m,1.01
dernière,f,86.08
dernière-née,f,0.20
dernières,f,86.08
derrick,m,2.04
derricks,m,2.04
derrière,m,15.47
derrières,m,15.47
derviche,m,1.76
derviches,m,1.76
descamisados,m,0.07
descendance,f,1.96
descendances,f,1.96
descendant,m,5.00
descendante,f,5.00
descendantes,f,5.00
descendants,m,5.00
descendeur,m,0.07
descendeurs,m,0.07
descenseur,m,0.01
descente,f,23.24
descentes,f,23.24
descriptif,m,0.41
descriptifs,m,0.41
description,f,11.49
descriptions,f,11.49
desiderata,m,0.27
design,m,1.54
designs,m,1.54
desk,m,0.14
desperado,m,0.47
desperados,m,0.47
despotisme,m,0.81
desquamation,f,0.07
dessaisissement,m,0.07
dessein,m,14.86
desseins,m,14.86
desserrage,m,0.07
desserre,f,0.07
dessert,m,13.40
desserte,f,1.76
dessertes,f,1.76
desserts,m,13.40
desservant,m,0.20
dessiccation,f,0.07
dessin,m,56.28
dessinateur,m,7.30
dessinateurs,m,7.30
dessinatrice,f,7.30
dessins,m,56.28
dessiné,m,0.54
dessinés,m,0.54
dessous,m,29.46
dessous-de-bras,m,0.07
dessous-de-plat,m,0.54
dessous-de-table,m,0.21
dessous-de-verre,m,0.01
dessus,m,54.77
dessus-de-lit,m,1.08
dessèchement,m,0.07
destin,m,67.23
destination,f,10.88
destinations,f,10.88
destinatrice,f,0.14
destins,m,67.23
destinée,f,11.22
destinées,f,11.22
destitution,f,0.34
destrier,m,0.74
destriers,m,0.74
destroyer,m,2.82
destroyers,m,2.82
destructeur,m,0.94
destructeurs,m,0.94
destruction,f,15.34
destructions,f,15.34
destructrice,f,0.94
destructrices,f,0.94
dette,f,26.13
dettes,f,26.13
deuche,f,0.07
deuil,m,26.22
deuils,m,26.22
deus ex machina,m,0.47
deutérium,m,0.07
deutéronome,m,0.23
deux-chevaux,f,1.22
deux-deux,m,0.02
deux-mâts,m,0.14
